# $Id$
# $Rev$
# $LastChangedBy$
# $LastChangedDate$
#
# Query Description
# Type of request:                 Extract data from a table
# Name of the selected table:      meandata
# Restrict with the SQL clause:    (bt <= 15.5 and objtype='G' and logd25 between 1.0 and 2.5) 
# OR (objname in ('PGC008328', 'PGC008340', 'PGC008330'))
#
# Display the fields:              objname as NAME,al2000*15 as ra,de2000 as dec, logd25, logr25, pa, bt
# Order by:                        al2000
# Description of each column
# objname as NAME: ----- Object name
# al2000*15 as ra: ----- Right ascension (deg)
# de2000 as dec: ------- Declination (deg)
#  logd25: ------------- Log10 diameter (0.1 arcmin) at mu=25 mag/asec^2
#  logr25: ------------- Log10 major-minor axis ratio
#  pa: ----------------- Position Angle
#  bt: ----------------- Total B-band magnitude
#-----,---,----,-------,-------,---,---
# name, ra, dec, logd25, logr25, pa, bt
#-----,---,----,-------,-------,---,---
NGC1433,55.506354,-47.2220139,1.793,0.32,95.12,10.81
ESO548-080,55.512894,-18.4836441,1.145,0.271,67.62,14.838
ESO548-081,55.5155115,-21.2443678,1.277,0.279,141.44,13.331
PGC013600,55.5427395,-6.765365,1.075,0.266,106.82,15.13
ESO419-003,55.546476,-27.8641871,1.218,0.321,132.13,13.577
NGC1425,55.5478515,-29.8933766,1.691,0.358,130.17,11.321
NGC1418,55.5672915,-4.7306944,1.056,0.245,6.96,14.437
ESO482-036,55.5801495,-22.7562263,1.111,0.38,13.04,15.014
NGC1427,55.5808605,-35.3927299,1.636,0.178,77.85,11.78
NGC1428,55.5954675,-35.153676,1.169,0.303,122.85,13.84
NGC1421,55.622019,-13.4880176,1.55,0.673,179.58,11.963
PGC013612,55.6306695,-16.0019409,1.06,0.41,5.5,15.04
IC0347,55.636083,-4.2986389,1.136,0.129,137.93,13.993
NGC1423,55.6671315,-6.381834,1.002,0.182,15.67,14.795
ESO548-082,55.6813665,-17.5061327,1.037,0.288,136.08,15.38
PGC013635,55.689471,-33.9202139,1.099,0.082,170.45,14.383
NGC1426,55.704639,-22.1083916,1.457,0.174,112.49,12.265
PGC013641,55.7207625,-53.6313384,1.31,0.28,88.16,14.54
PGC013646,55.733637,-12.9164629,1.533,0.941,34.12,14.144
ESO549-002,55.7391015,-19.0202486,1.124,0.229,26.5,14.874
PGC013653,55.752162,-53.6383302,1.327,0.372,95.5,13.98
ESO358-054,55.759521,-36.2727053,1.218,0.132,82.91,13.999
NGC1424,55.8085215,-4.7300556,1.144,0.451,6.99,14.331
ESO358-056,55.844337,-33.9402245,1.151,0.563,5.08,15.436
PGC013679,55.8738615,-53.6919999,1.03,0.066,67.5,15.434
PGC013684,55.8980385,-16.01442,1.29,0.3,157.82,14.75
NGC1436,55.9043655,-35.8530511,1.473,0.154,151.83,12.46
ESO015-001,55.9381725,-80.1052936,1.14,0.382,105.16,14.56
UGC02826,55.939791,68.3013056,1.08,0.233,120,14.934
UGC02837,55.977,40.0157222,1.14,0.263,138.62,15.024
UGC02836,55.9869585,39.2951667,1.053,0.1,175.05,13.772
PGC013714,56.001375,-4.0278333,1.038,0.025,,15.1
PGC013716,56.004312,-14.3586667,1.375,0.53,133.87,13.54
NGC1448,56.132688,-44.6445564,1.904,0.718,41.02,11.377
IC0350,56.1526875,-11.8007778,1.037,0.14,165.14,14.95
NGC1439,56.208309,-21.9207205,1.472,0.02,,12.293
PGC013736,56.213646,45.845339,1.079,0.6,134.33,15.38
IC1997,56.2157505,-59.1379444,1.006,0.16,76.23,14.019
UGC02844,56.2435005,45.9675,1.053,0.111,45,15.239
NGC1440,56.262084,-18.2660278,1.418,0.12,23.17,12.663
ESO358-059,56.2649625,-35.9726584,1.138,0.08,155.49,14.014
IC0334,56.321178,76.6383482,1.37,0.103,58.5,12.618
NGC1438,56.3217735,-23.0025161,1.309,0.339,67.34,13.225
PGC013761,56.3243745,-51.9973056,1.05,0.137,26.33,14.51
NGC1452,56.342916,-18.6336111,1.379,0.134,,12.824
PGC013771,56.3625675,-7.4775442,1.006,0.062,50.2,15.38
ESO156-011,56.394084,-54.528,1.187,0.505,9.63,15.044
PGC1018398,56.4008745,-7.4718889,1,0.65,93.03,15.304
ESO083-010,56.4190455,-64.3008769,1.024,0.123,32.33,14.995
NGC1441,56.4296535,-4.0915734,1.268,0.458,88.82,13.901
UGC02851,56.4323745,46.6734444,1.178,0.48,125.25,15.317
PGC013789,56.4432105,-41.2041993,1.112,0.33,18.72,14.55
NGC1437B,56.478678,-36.3569599,1.458,0.524,1.6,13.877
ESO156-012,56.483556,-52.705843,1.037,0.48,125.85,15.46
NGC1460,56.557209,-36.6963601,1.283,0.073,84.64,13.528
NGC1463,56.564208,-59.8101667,1.099,0.063,24.62,14.256
ESO358-063,56.5791315,-34.9435493,1.629,0.533,131.8,12.615
NGC1453,56.6136825,-3.9688402,1.391,0.12,19,12.58
ESO302-006,56.6475,-40.648249,1.176,0.199,130.46,14.424
PGC013820,56.649867,-4.4525766,1.422,0.805,19.26,15.26
PGC013821,56.6588625,-16.5502382,1.277,0.281,34.25,13.625
IC0342,56.7021255,68.0960926,2.296,0.022,,9.679
PGC013830,56.741322,-3.461387,1.213,0.632,128.08,14.9
NGC1459,56.7414165,-25.5217361,1.259,0.185,162.09,13.676
UGC02857,56.742708,38.6343333,1.066,0.178,34.25,14.937
IC1993,56.7699375,-33.7096694,1.449,0.054,,12.522
ESO302-007,56.7761265,-37.3778716,1.044,0.194,10.44,15.077
PGC133091,56.778093,-31.8134277,1.035,0.24,22.65,15.405
ESO302-008,56.8062075,-38.9686626,1.142,0.315,72.03,15.187
NGC1473,56.854701,-68.2205793,1.184,0.27,43.11,13.431
ESO302-009,56.892144,-38.576481,1.348,0.565,48.52,13.941
PGC013860,56.9153745,-4.3522222,1.096,0.174,13.73,15.45
ESO358-066,56.9694165,-36.4716667,1.042,0.373,46.65,15.15
PGC170056,56.97075,-8.4891111,1.07,0.52,76.5,15.49
ESO549-018,57.0586665,-21.4744722,1.395,0.234,18.93,13.618
UGC02855,57.086388,70.1328806,1.549,0.382,110.34,14.45
PGC013879,57.1041075,-6.6260425,1,0.159,37.45,14.889
NGC1461,57.1130835,-16.3928889,1.463,0.535,156.5,12.824
ESO549-021,57.118644,-18.7523266,1.204,0.772,125.28,15.358
ESO549-022,57.2158965,-18.9788611,1.177,0.374,42.54,14.911
ESO549-023,57.241107,-22.1313301,1.038,0.325,,13.949
PGC013905,57.27282,-3.0604861,1.29,0.72,30.88,15.13
IC2000,57.282321,-48.8581743,1.688,0.761,82.35,13.028
PGC220301,57.381306,-83.9640367,1.04,0.19,17,15.17
ESO482-046,57.426099,-26.9934667,1.573,0.866,69.45,13.986
ESO156-017,57.444168,-55.8186936,1.03,0.412,12.9,15.367
ESO054-021,57.458001,-71.6347601,1.33,0.253,84.29,12.78
UGC02866,57.5619585,70.0946944,1.022,0.091,73.5,15.445
PGC013944,57.595584,-50.3026111,1.042,0.369,136.97,14.966
ESO302-012,57.6276525,-39.3763898,1.093,0.12,84.17,15.365
UGC02865,57.650664,73.0314372,1.178,0.436,18.8,15.017
ESO359-002,57.653136,-35.9092815,1.105,0.18,47.12,14.235
ESO482-047,57.663912,-25.2788858,1.15,0.42,,13.836
ESO549-029,57.8362395,-18.3094734,1.048,0.491,10.36,15.189
PGC013977,57.8551605,-7.6777339,1.092,0.745,15.92,15.47
ESO302-014,57.9199755,-38.4522556,1.132,0.31,113.9,14.884
NGC1467,57.969792,-8.8382222,1.089,0.264,63.15,15.245
IC2010,57.991794,-59.9294249,1.077,0.398,71.02,14.377
IC2051,58.0017405,-83.8312566,1.457,0.222,67.93,12.33
ESO359-003,58.0037505,-33.467591,1.36,0.52,131.6,14.184
NGC1476,58.032333,-44.5329652,1.177,0.443,85.2,14.012
NGC1470,58.0409715,-8.9993648,1.207,0.613,166.25,14.62
NGC1468,58.052436,-6.3489648,1.087,0.157,140.02,14.988
ESO156-018,58.056798,-54.8876025,1.22,0.317,23.58,14.607
UGC02883,58.0588125,-1.5081389,1.012,0.123,106,14.732
UGC02881,58.070583,36.2369167,1.17,0.202,161.67,14.918
NGC1483,58.1983335,-47.4775,1.272,0.093,152.61,13.188
UGC02885,58.2626745,35.590229,1.634,0.306,40,14.235
PGC014037,58.3261665,-10.4466111,1.083,0.329,136,15.4
UGC02888,58.32993,32.3298561,1.05,0.225,17.17,15.14
NGC1465,58.382991,32.4927302,1.303,0.661,165,14.794
NGC1490,58.3924995,-66.0181111,1.144,0.069,131.33,13.641
IC2009,58.396158,-48.9899432,1.177,0.181,65.82,14.901
ESO302-018,58.469238,-38.2786843,1.03,0.543,74.7,15.174
ESO549-030,58.4730975,-17.5935856,1.07,0.405,91.16,14.89
ESO249-026,58.5536325,-43.7573443,1.088,0.409,170.2,15.269
PGC014067,58.5568755,-8.7417361,1.034,0.065,88.66,15.04
NGC1484,58.5731265,-36.9708769,1.436,0.605,78.8,13.714
IC2006,58.6185075,-35.9671247,1.372,0.076,34.81,12.239
NGC1481,58.6208325,-20.4272233,1.015,0.123,131.62,14.564
ESO249-027,58.6226655,-44.7532722,1.236,0.544,88.25,15.425
NGC1474,58.626459,10.7070833,1.017,0.17,4.84,15.045
PGC014074,58.638657,-2.9179676,1.07,0.07,90.5,15.07
NGC1482,58.662132,-20.5023357,1.391,0.236,107.29,13.086
ESO083-012,58.736373,-65.9452692,1.221,0.614,41.03,14.79
ESO549-035,58.766208,-20.3834167,1.014,0.15,33.34,15.47
PGC014100,58.7698065,-6.2213253,1.089,0.159,108.15,14.905
ESO549-036,58.7886045,-17.4693071,1.057,0.165,4.16,14.603
IC2007,58.844778,-28.158288,1.109,0.331,47.67,13.729
PGC014117,58.9364445,-42.3673333,1.365,0.059,96,11.899
PGC014118,58.938834,-42.3702778,1.4,0.112,42.8,12.282
PGC014121,58.945584,-42.3681667,1.573,0.337,91.4,12.309
UGC02890,59.018601,72.921756,1.34,0.518,33,14.588
PGC014125,59.0233335,-49.4776389,1.001,0.337,13.67,15.41
PGC014135,59.099541,-53.8779444,1.122,0.19,13.09,14.46
ESO549-038,59.1560205,-18.0616528,1.023,0.21,39.92,14.907
IC2017,59.164041,-59.3948056,1.047,0.18,21.18,15.002
ESO117-016,59.1996045,-60.4267639,1.019,0.325,0.64,15.16
ESO419-012,59.291856,-28.8785628,1.254,0.736,10.19,14.304
ESO549-040,59.2928955,-18.777556,1.164,0.39,145.17,14.218
ESO483-002,59.3051265,-25.3990377,1.183,0.351,152.6,14.821
NGC1493,59.3642595,-46.2108132,1.537,0.034,,11.832
NGC1489,59.408709,-19.2166111,1.227,0.451,18.74,14.611
NGC1494,59.4267915,-48.9084722,1.545,0.276,179.46,12.246
ESO549-043,59.509041,-18.7881111,1.026,0.095,106.6,15.41
NGC1500,59.5581255,-52.3281111,1.172,0.118,87.6,14.807
NGC1495,59.5951395,-44.4670011,1.346,0.667,104.31,13.327
PGC014196,59.616513,-40.227844,1.023,0.211,73.1,15.45
PGC014199,59.627826,-61.5409396,1.11,0.169,147.33,14.34
ESO015-005,59.6315265,-81.0630259,1.238,0.094,41.67,13.39
UGC02896,59.75625,79.5563824,1.154,0.681,55.33,15.321
PGC014220,59.759379,-60.6748534,1.006,0.052,28.07,15.39
ESO302-024,59.8108755,-42.2740278,1.072,0.105,76.57,14.71
ESO249-036,59.81589,-45.8716977,1.07,0.1,,15.2
UGC02914,59.8213755,6.6871667,1.036,0.083,2.51,14.742
ESO302-025,59.861991,-38.7898307,1.075,0.197,130.8,15.234
NGC1511,59.909874,-67.6365789,1.563,0.396,123.73,11.873
ESO359-013,59.9244735,-36.7050171,1.033,0.194,159.98,14.921
ESO004-010,59.954709,-84.0938333,1.156,0.302,132.47,14.052
PGC014241,59.9604165,67.1436111,1.656,0.185,25,13.5
ESO117-018,60.0325005,-61.2831944,1.14,0.207,118.06,14.18
NGC1511A,60.0772485,-67.8068222,1.268,0.656,108.47,14.28
NGC1506,60.089958,-52.5737222,1.202,0.209,81.52,14.191
ESO483-006,60.1097505,-25.1826368,1.454,0.824,136.5,14.437
NGC1469,60.115584,68.5777222,1.337,0.25,149.52,14.449
ESO201-014,60.122484,-49.0296925,1.133,0.437,160.3,13.939
ESO004-011,60.1549995,-84.3666944,1.075,0.354,68.4,15.01
ESO156-029,60.1705005,-52.7338333,1.132,0.258,151.59,15.3
ESO419-013,60.1734465,-30.8310142,1.17,0.226,1.9,14.343
UGC02920,60.2037105,35.0138765,1.321,0.894,62.33,15.191
PGC2722040,60.2058855,68.6694679,1,0.15,34,15.01
NGC1511B,60.2278875,-67.6115018,1.144,0.749,97.33,15.18
ESO156-031,60.2530935,-52.985052,1.033,0.305,138.89,15.14
UGC02906,60.2544165,74.0838889,1.43,0.201,3.34,14.171
ESO549-048,60.3778935,-19.2275633,1.074,0.52,75.49,15.369
ESO302-027,60.4655415,-41.94175,1.021,0.424,25.33,15.231
PGC014325,60.5126985,-9.4565029,1.092,0.53,151.5,15.49
PGC014330,60.513576,-16.44698,1.079,0.709,137.5,15.38
NGC1497,60.5282505,23.1329167,1.09,0.275,63.25,14.584
ESO117-019,60.634044,-62.3155889,1.333,0.776,78.39,14.63
UGC02916,60.640959,71.7059167,1.122,0.04,,14.827
NGC1505,60.65175,-9.3224444,1.08,0.148,69.25,14.74
UGC02907,60.663459,78.2786667,1.21,0,,15.268
PGC014340,60.6808965,-4.4618954,1.099,0.29,177.75,15.321
ESO549-050,60.6922365,-21.1190021,1.01,0.176,179.23,14.429
UGC02936,60.7008855,1.9658244,1.366,0.63,30,15.143
PGC014359,60.770319,-36.1427684,1.02,0.238,152.56,15.296
PGC014360,60.775584,-53.3134167,1.015,0.219,45,14.78
NGC1510,60.8859855,-43.4000894,1.121,0.069,102.86,13.469
PGC2801167,60.919095,-41.5701139,1.223,0.528,7.7,15.14
IC0358,60.9285345,19.8948478,1.072,0.63,63,15.208
NGC1512,60.9761745,-43.3487943,1.926,0.322,68.45,11.098
NGC1515,61.011291,-54.1000556,1.74,0.64,19.4,11.907
ESO015-006,61.0359525,-82.3416945,1.199,0.613,74.3,14.96
ESO201-017,61.090746,-47.9499956,1.041,0.326,3.51,14.2
PGC014408,61.1041305,-60.6844726,1.013,0.31,100.9,15.456
ESO359-016,61.1055855,-36.1805447,1,0.773,52.25,15.005
NGC1507,61.1132205,-2.1880558,1.577,0.679,12.33,12.827
ESO201-018,61.1310525,-47.9760803,1.054,0.085,110.68,15.43
ESO250-005,61.1483745,-46.0418889,1.179,0.207,83.41,14.189
UGC02945,61.1648745,33.8086667,1.035,0.122,63.99,15.142
PGC129524,61.217241,-51.740263,1.019,0.669,104.5,15.44
NGC1485,61.2664545,70.9966072,1.349,0.509,21.4,13.486
UGC02954,61.376541,4.4453611,1.018,0.411,15.67,15.345
ESO550-005,61.5001425,-17.7754248,1.312,0.697,59.47,14.774
PGC877745,61.5033585,-17.7729179,1.34,0.65,57,14.95
NGC1522,61.5332085,-52.6682568,1.087,0.148,38.59,13.967
PGC1468395,61.62825,14.8371944,1.05,0.17,39.5,15.39
PGC014467,61.6573395,30.3766344,1.07,0.009,,14.81
NGC1518,61.7071755,-21.1726526,1.54,0.425,31.16,12.22
UGC02958,61.7208255,22.8633404,1.067,0.74,19.8,15.459
IC2032,61.767888,-55.323704,1.048,0.43,75.22,15.44
PGC014487,61.802451,-17.2047619,1.115,0.2,95,14.9
ESO015-008,61.804761,-82.2844812,1.024,0.35,7.8,12.96
IC2033,61.81029,-53.6810754,1.075,0.403,126.82,14.991
PGC1897886,61.8506355,30.2894481,1.04,0.18,9.5,15.35
UGC02963,61.9115175,3.9682053,1.293,0.69,146.14,15.196
ESO483-009,61.9271895,-22.7152952,1.146,0.419,142.9,14.984
ESO420-003,61.940325,-29.85855,1.299,0.141,147.49,13.549
IC0356,61.945416,69.8124167,1.604,0.032,,11.563
NGC1519,62.0315895,-17.1929175,1.392,0.436,106.75,13.585
NGC1521,62.0788755,-21.0519167,1.512,0.206,9.47,12.42
IC2037,62.079201,-58.7510876,1.24,0.769,90.4,14.777
NGC1527,62.1005415,-47.8970278,1.661,0.409,77.73,11.706
ESO118-006,62.1241515,-60.8238802,1.109,0.352,5.86,15.312
ESO201-021,62.167833,-49.5831389,1.226,0.427,57.24,14.398
NGC1534,62.191917,-62.7975556,1.221,0.205,75.94,13.77
IC2038,62.2241235,-55.989501,1.267,0.579,155.18,15.417
ESO201-022,62.249709,-48.727064,1.42,1.031,59.36,14.646
IC2035,62.257968,-45.5176012,1.149,0.082,84.35,12.424
IC2039,62.259843,-56.011709,1.038,0.071,124.32,14.99
ESO420-005,62.30586,-30.4151145,1.103,0.134,111.55,13.91
ESO550-014,62.3835195,-21.7733074,1.148,0.117,95.92,15.144
ESO084-007,62.4212085,-67.2854167,1.09,0.583,40.17,15.38
NGC1533,62.4660735,-56.1184571,1.516,0.204,148.91,11.792
IC2036,62.479542,-39.6887083,1.05,0.185,83.9,14.447
UGC02973,62.4799305,-1.374145,1.096,0.533,71.4,15.199
ESO420-006,62.506542,-31.2586184,1.133,0.294,133.35,15.24
ESO483-012,62.5941135,-23.6169003,1.331,0.55,19.5,14.337
PGC014600,62.637585,-7.1685633,1.288,0.783,66.6,14.965
ESO420-008,62.709417,-29.9264861,1.089,0.09,130.84,14.417
PGC014609,62.729622,-7.2804619,1.055,0.177,127.25,14.73
NGC1536,62.749383,-56.4804731,1.223,0.14,162.55,13.531
ESO420-009,62.7526665,-31.4076944,1.227,0.12,28.56,13.782
PGC014622,62.779458,-14.8697917,1.057,0.264,61.66,14.66
IC2043,62.7893175,-53.6867149,1.155,0.716,12.47,15.454
PGC014626,62.831334,-16.2298611,1.225,0.622,103,15.05
UGC02976,62.8489005,26.8779585,1.164,0.392,149,14.519
PGC128109,62.8933935,-60.9936029,1.008,0.37,158.99,15.34
NGC1531,62.997096,-32.8508757,1.175,0.223,123,12.873
NGC1532,63.018042,-32.8741944,2.052,0.562,33.05,10.658
IC2049,63.01815,-58.557301,1.026,0.121,10.45,14.57
IC0359,63.1180845,27.7018983,1.113,0,,15.395
PGC014655,63.142041,-54.1923056,1.091,0.094,147.95,14.662
IC2041,63.145458,-32.8173056,1.031,0.162,136.41,14.676
ESO483-013,63.171336,-23.1589236,1.228,0.265,139.03,14.199
NGC1543,63.179904,-57.7377708,1.563,0.63,93.77,11.487
ESO359-029,63.2106465,-33.0033297,1.178,0.279,21.18,14.853
UGC02983,63.218541,2.3696389,1.223,0.474,134.82,15.209
ESO250-013,63.244416,-43.8135636,1.096,0.371,20.99,15.323
IC2040,63.248817,-32.553388,1.129,0.31,68.44,13.681
ESO359-031,63.2907045,-34.4264437,1.032,0.036,,14.616
ESO303-002,63.2927955,-42.3214236,1.008,0.249,84.69,14.939
ESO084-008,63.321666,-64.6507778,1.034,0.084,4.25,15.33
ESO550-017,63.3546105,-19.4008794,1.014,0.381,161.37,15.279
ESO118-012,63.375,-61.8455278,1.102,0.294,47.5,14.5
NGC1537,63.41958,-31.6452859,1.638,0.197,102.31,11.469
ESO420-013,63.457041,-32.0069861,1.005,0.047,63.07,13.348
IC2050,63.48375,-53.4753333,1.069,0.155,36.23,14.506
ESO303-005,63.494805,-38.0972876,1.116,0.124,,15.313
ESO084-009,63.592539,-62.8130344,1.036,0.218,52.15,14.252
UGC02994,63.5975835,2.7314722,1.016,0.224,39.26,15.318
PGC014720,63.6313755,-50.7954444,1.045,0.147,103.65,14.83
NGC1546,63.651849,-56.060925,1.568,0.173,142.88,12.059
IC2052,63.7439835,-54.3367461,1.027,0.433,165.11,15.373
NGC1540,63.7944165,-28.4885139,1.078,0.377,157.04,15.05
ESO360-002,63.8825685,-35.3411021,1.042,0.36,108,15.486
UGC02996,63.897873,1.1808695,1.1,0.617,121.01,15.231
NGC1549,63.9380925,-55.5923174,1.707,0.069,138.25,10.677
ESO118-015,63.984747,-57.6474046,1.049,0.312,130.96,14.935
NGC1553,64.043676,-55.780018,1.796,0.164,150.1,10.284
PGC014768,64.05225,-16.7506667,1.229,0.457,166.2,14.58
IC2056,64.1022495,-60.2068333,1.267,0.06,13.21,12.417
ESO202-001,64.1247315,-47.8487982,1.155,0.334,64.39,14.77
UGC02998,64.142958,2.7590278,1.166,0.042,,14.819
IC0362,64.176798,-12.2000025,1.249,0.238,5,14.182
NGC1541,64.250958,0.8351944,1.14,0.452,77.33,14.569
ESO303-008,64.293945,-39.4657764,1.017,0.172,115.62,14.978
NGC1547,64.301709,-17.8574167,1.147,0.387,130.59,14.394
NGC1542,64.309125,4.7815833,1.085,0.483,127.75,15.033
UGC03004,64.3291245,2.43325,1.011,0.149,153.68,14.847
UGC03006,64.355292,2.3710278,1.242,0.527,154.8,14.912
NGC1559,64.399083,-62.7836667,1.622,0.283,63.04,11.016
PGC014817,64.4225325,-12.4584908,1.024,0.407,123,15.34
NGC1556,64.4367915,-50.1644444,1.185,0.418,167.1,13.472
PGC014822,64.4673885,-63.6752636,1.108,0.065,56.5,14.37
IC2060,64.472286,-56.6162717,1.096,0.18,158.3,14.847
IC2058,64.4765505,-55.9328112,1.531,0.852,17.9,13.761
PGC302223,64.57443,-66.7544123,1.05,0.62,134.67,14.91
PGC014833,64.620291,-60.6720556,1.12,0.133,43.89,14.54
UGC03008,64.667208,2.5608611,1.206,0.3,68.59,14.712
PGC014841,64.689834,-14.20125,1.006,0.45,124.67,14.79
ESO303-010,64.7172705,-37.4620419,1.001,0.123,5.7,15.436
PGC014851,64.7252745,-14.1959748,1.01,0,,14.605
PGC014864,64.7342085,75.5895,1.01,0.4,126.5,15.5
ESO084-011,64.737741,-63.489157,1.069,0.369,145.15,15.056
UGC03010,64.744662,5.4346624,1.005,0.228,122.9,15.348
PGC014859,64.8189165,-14.1031115,1.02,0.11,25.39,14.583
UGC03011,64.837083,2.5973889,1.035,0.279,119.19,15.442
ESO550-020,64.8388395,-17.6156734,1.006,0.083,57.09,14.657
ESO202-007,64.855209,-50.8983611,1.104,0.119,67.89,14.484
ESO484-006,64.8656865,-26.7317969,1.001,0.359,71.88,15.325
NGC1550,64.9080135,2.4098072,1.237,0.052,27.75,13.168
PGC1851106,64.9578,28.9519,1.07,0.5,35,15.28
UGC03014,64.9737255,2.0933511,1.005,0.217,37.13,14.648
PGC014893,64.993833,-63.5151944,1.075,0.34,129.53,15.22
NGC1566,65.001642,-54.9378097,1.859,0.16,50.3,10.288
NGC1558,65.067375,-45.0314722,1.485,0.508,72.3,13.29
NGC1552,65.073675,-0.6927203,1.254,0.143,104.18,14.346
IC2059,65.1095835,-31.7245833,1.128,0.391,170.26,13.984
IC0367,65.170851,-14.7810459,1.241,0.458,139.6,14.47
PGC014923,65.2325415,2.6335,1.119,0.046,75,15.216
PGC014926,65.239869,-4.735015,1.11,0.594,166.75,15.42
ESO250-018,65.250297,-45.0723403,1.135,0.554,25.3,15.12
ESO202-009,65.265111,-48.3041347,1.107,0.587,20.65,15.33
NGC1567,65.286375,-48.2548333,1.186,0.069,158.68,13.457
ESO550-024,65.3071395,-21.8458758,1.667,0.419,129.34,12.663
IC2065,65.366604,-55.9332917,1.076,0.49,36.25,14.61
PGC014949,65.404212,-15.993894,1.024,0.051,40.25,14.76
ESO084-014,65.437209,-64.2228889,1.014,0.026,,14.21
PGC014955,65.4478335,-53.3990556,1.12,0.163,108.01,14.7
ESO118-022,65.465958,-61.7815833,1.092,0.421,97.6,14.93
PGC014963,65.4754995,-6.2306667,1.031,0.386,65,15.37
UGC03023,65.4901245,1.8389444,1.173,0.184,36.78,14.984
NGC1574,65.4950835,-56.97475,1.616,0.25,1.94,11.309
PGC014969,65.5045095,-10.1721715,1.179,0.587,65.8,14.72
NGC1571,65.53725,-43.6295278,1.332,0.199,179.69,13.187
ESO084-015,65.550498,-63.6109695,1.21,0.618,83,15.34
ESO157-023,65.6002785,-56.2254967,1.053,0.31,137.57,15.03
PGC014984,65.615745,-56.3344575,1.194,0.295,142.76,15.1
NGC1572,65.678454,-40.6009828,1.137,0.17,163.45,13.29
NGC1561,65.7544995,-15.8456944,1.137,0.243,167,14.81
NGC1565,65.847708,-15.7443333,1.008,0.057,86.13,14.69
NGC1530,65.8629165,75.2955556,1.26,0.245,,12.504
NGC1578,65.9443755,-51.5994167,1.082,0.134,165.05,13.901
UGC03029,65.9951115,-0.8269571,1.026,0.197,158.33,15.383
UGC03031,66.085917,-0.7382361,1.18,0.62,146.15,14.9
ESO202-015,66.0874995,-47.5265833,1.191,0.09,17.74,13.63
UGC03032,66.105594,-0.746197,1.164,0.168,138.84,14.819
IC2070,66.1487085,-57.9808889,1.158,0.334,87.99,14.5
UGC03035,66.1669995,7.2190556,1.203,0.21,20,14.712
NGC1581,66.1873335,-54.942,1.319,0.41,82.13,13.564
PGC101333,66.192501,42.7470507,1.175,0.662,120.67,15.26
UGC03038,66.2553375,7.1710373,1.075,0.564,34.8,15.435
ESO032-014,66.3082545,-74.5820084,1.134,0.563,157.9,15.36
PGC166082,66.317916,72.8058333,1.568,0.246,69,14.84
ESO055-023,66.4518045,-67.8148212,1.246,0.631,150.27,14.39
PGC015081,66.463764,-8.5607261,1.112,0.216,5,14.61
PGC433505,66.553491,-53.1505007,1.06,0.42,106.42,15.19
NGC1576,66.5784195,-3.621069,1.174,0.229,101.89,14.34
NGC1575,66.5856045,-10.0984306,1.182,0.118,114.55,13.43
ESO303-016,66.607806,-40.6535973,1.053,0.249,176.59,15.32
ESO250-021,66.6294375,-42.4411564,1.013,0.104,76,14.966
IC2073,66.640959,-53.1873611,1.154,0.391,49.86,14.489
IC2068,66.653427,-42.0936459,1.11,0.152,170.85,14.27
ESO360-009,66.6570915,-34.564749,1.028,0.208,12.75,15.388
PGC1627761,66.767292,20.4525833,1.03,0.25,161,15.44
PGC015123,66.770187,-6.1649167,1.143,0.195,96.07,14.92
PGC015126,66.7970835,-6.1204861,1.089,0.504,51.86,15.31
ESO551-005,66.828375,-18.732301,1.119,0.673,1.98,15.13
PGC015145,66.869166,-10.8218194,1.006,0.163,145,14.96
ESO004-013,66.869757,-83.5506863,1.148,0.475,107.2,14.79
ESO157-030,66.88575,-54.1966944,1.196,0.368,42.3,14.565
NGC1596,66.90873,-55.027671,1.588,0.579,19.23,12.01
ESO251-001,66.9189825,-42.7774344,1.19,0.219,179.26,14.6
ESO084-018,66.9424545,-62.592062,1.16,0.091,107.17,14.05
PGC413165,66.96195,-55.0583,1.24,0.233,65.17,13.74
NGC1602,66.979041,-55.0578333,1.272,0.275,88.46,13.407
ESO251-002,66.99807,-42.8385961,1.175,0.215,4.43,14.078
ESO202-023,67.0000005,-47.91275,1.231,0.084,163.84,13.523
PGC015175,67.0232805,-14.7720587,1.086,0.217,15,15.41
PGC1052219,67.0651905,-4.8837486,1.09,0.55,112.67,15.39
PGC015186,67.068258,-12.1546006,1.005,0.472,173.75,14.88
ESO303-020,67.0743795,-40.4695203,1.07,0.033,,14.902
NGC1580,67.077,-5.1787778,1.012,0.19,120.57,14.35
NGC1583,67.086291,-17.5953889,1.016,0.061,94.65,14.694
NGC1595,67.090542,-47.8159167,1.175,0.136,12.2,13.672
IC2079,67.1284995,-53.7379722,1.145,0.555,125.37,14.866
NGC1598,67.1402085,-47.7826111,1.146,0.28,131.63,13.819
UGC03042,67.1652915,70.3471667,1.227,0.313,63.46,14.038
PGC015214,67.188366,-12.5093104,1.091,0.26,25.5,15.35
ESO251-004,67.204614,-44.8626022,1.167,0.165,24.2,14.203
PGC015234,67.2489165,-11.0143889,1.158,0.761,31.5,15.16
IC2082,67.287321,-53.8280954,1.009,0.267,123.35,14.882
UGC03046,67.3334175,69.531345,1.028,0.076,158.5,15.244
PGC015259,67.340937,-4.7598424,1.305,0.923,95.82,15.377
ESO084-020,67.3449165,-62.8889444,1.112,0.515,170.28,14.89
ESO360-013,67.3677405,-36.7085897,1.209,0.822,33.73,15.239
